name,mp,pp,unweighted_claim_mistakes_per_claim,unweighted_lead_mistakes_per_lead,unweighted_mistakes_as_declarer,unweighted_mistakes_as_defender,unweighted_defender_missed_current_double,unweighted_defender_erroneously_doubled,unweighted_defender_missed_higher_contract,unweighted_declarer_missed_higher_contract,unweighted_declarer_missed_doubling_opponents_last_bid,unweighted_declarer_missed_opponents_last_redouble,unweighted_declarer_missed_redoubling_opponents_erroneous_double,unweighted_declarer_missed_opponents_last_bid,unweighted_declarer_erroneous_redouble,unweighted_passed_higher_contract
Dan Voinescu,0.0,0.0,0.0,0.2222222222222222,0.012195121951219513,0.019138755980861243,0.14035087719298245,0.0,0.07017543859649122,0.17543859649122806,0.10526315789473684,0.0,0.05263157894736842,0.017543859649122806,0.0,0.0
Bjorn Bentzen,0.0,0.0,0.03361344537815126,0.23214285714285715,0.02424942263279446,0.02446808510638298,0.14181818181818182,0.0036363636363636364,0.09090909090909091,0.22181818181818183,0.08,0.0,0.007272727272727273,0.01818181818181818,0.0,0.0036363636363636364
John Murdoch,10.0,0.0,0.03088803088803089,0.16666666666666666,0.031185031185031187,0.03496115427302997,0.15438108484005564,0.005563282336578581,0.0890125173852573,0.22461752433936022,0.07788595271210014,0.0,0.016689847009735744,0.02364394993045897,0.0006954102920723226,0.0027816411682892906
Vincent Hoi Yuen Li,5.0,0.0,0.05,0.0,0.02459016393442623,0.023255813953488372,0.05,0.0,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0
Jordi Sabate,239.0,2.0,0.05,0.125,0.0,0.01818181818181818,0.2,0.0,0.1,0.0,0.05,0.0,0.1,0.0,0.0,0.0
Asa Levinger,2.0,0.0,0.0196078431372549,0.19672131147540983,0.03524804177545692,0.035759897828863345,0.16666666666666666,0.009009009009009009,0.05855855855855856,0.22072072072072071,0.07207207207207207,0.0,0.04054054054054054,0.013513513513513514,0.0,0.009009009009009009
Inon Liran,391.0,5.5,0.019933554817275746,0.12345679012345678,0.038903625110521665,0.033544877606527655,0.17034700315457413,0.006309148264984227,0.08201892744479496,0.20189274447949526,0.07570977917981073,0.0,0.03785488958990536,0.012618296529968454,0.0,0.006309148264984227
Assaf Lengy,268.0,0.5,0.039473684210526314,0.2553191489361702,0.0390625,0.03382663847780127,0.10429447852760736,0.006134969325153374,0.09202453987730061,0.26380368098159507,0.04294478527607362,0.006134969325153374,0.024539877300613498,0.0,0.0,0.0
Yaniv Zack,370.0,0.5,0.028455284552845527,0.2740740740740741,0.027351247600767754,0.023108030040439053,0.1449814126394052,0.0037174721189591076,0.08178438661710037,0.19888475836431227,0.08178438661710037,0.0027881040892193307,0.023234200743494422,0.007434944237918215,0.0,0.0
Douglas Piper,2.0,0.0,0.048109965635738834,0.2727272727272727,0.02410575427682737,0.03623898139079334,0.16108786610878661,0.006276150627615063,0.08577405857740586,0.22280334728033474,0.0794979079497908,0.0,0.014644351464435146,0.016736401673640166,0.0010460251046025104,0.0041841004184100415
B n dicte Cronier,0.0,0.0,0.0,0.3,0.018315018315018316,0.019067796610169493,0.1743119266055046,0.0,0.11926605504587157,0.24770642201834864,0.09174311926605505,0.0,0.01834862385321101,0.009174311926605505,0.0,0.0
Susanne Kriftner,0.0,0.0,0.03389830508474576,0.16666666666666666,0.0211864406779661,0.013513513513513514,0.13333333333333333,0.0,0.11666666666666667,0.26666666666666666,0.05,0.0,0.016666666666666666,0.0,0.0,0.0
Iris Grumm,0.0,0.0,0.030303030303030304,0.11764705882352941,0.0,0.022813688212927757,0.17391304347826086,0.0,0.11594202898550725,0.11594202898550725,0.07246376811594203,0.0,0.043478260869565216,0.0,0.0,0.0
Dani le Gaviard,16.0,2.0,0.0,0.21428571428571427,0.021739130434782608,0.03211009174311927,0.13559322033898305,0.01694915254237288,0.1694915254237288,0.13559322033898305,0.13559322033898305,0.0,0.01694915254237288,0.01694915254237288,0.0,0.0
Andrea Reim,7.0,0.0,0.05263157894736842,0.0,0.0641025641025641,0.029850746268656716,0.1,0.0,0.05,0.2,0.15,0.0,0.05,0.05,0.0,0.05
Peter Trenka,83.0,0.0,0.0425531914893617,0.07692307692307693,0.025510204081632654,0.01904761904761905,0.11864406779661017,0.01694915254237288,0.05084745762711865,0.23728813559322035,0.03389830508474576,0.0,0.03389830508474576,0.0,0.0,0.03389830508474576
Daniel Vikor,0.0,0.0,0.0,0.125,0.032362459546925564,0.042682926829268296,0.15254237288135594,0.0,0.01694915254237288,0.288135593220339,0.0847457627118644,0.0,0.01694915254237288,0.03389830508474576,0.0,0.01694915254237288
Peter Lund,11.0,1.0,0.0,0.6666666666666666,0.0273972602739726,0.029411764705882353,0.125,0.0,0.0,0.1875,0.0625,0.0,0.125,0.0625,0.0,0.0625
Reiner Marsal,32.0,0.0,0.02112676056338028,0.21333333333333335,0.032541776605101144,0.02804642166344294,0.10802469135802469,0.0030864197530864196,0.08641975308641975,0.20679012345679013,0.07098765432098765,0.0,0.021604938271604937,0.009259259259259259,0.0,0.009259259259259259
Hans Humburg,0.0,0.0,0.025974025974025976,0.2222222222222222,0.05,0.0199203187250996,0.12048192771084337,0.0,0.07228915662650602,0.2289156626506024,0.10843373493975904,0.0,0.024096385542168676,0.024096385542168676,0.0,0.012048192771084338
Goeran Mattsson,0.0,0.0,0.0,0.058823529411764705,0.04700854700854701,0.008,0.13580246913580246,0.0,0.04938271604938271,0.2839506172839506,0.09876543209876543,0.0,0.024691358024691357,0.012345679012345678,0.0,0.012345679012345678
Mariusz Puczynski,19.0,0.0,0.0,0.07142857142857142,0.05,0.028735632183908046,0.17647058823529413,0.0,0.09803921568627451,0.17647058823529413,0.0784313725490196,0.0,0.0,0.0196078431372549,0.0,0.0
Michelle Brunner,0.0,0.0,0.059800664451827246,0.15476190476190477,0.03851444291609354,0.030917874396135265,0.19879518072289157,0.009036144578313253,0.06626506024096386,0.20180722891566266,0.08433734939759036,0.0,0.02710843373493976,0.009036144578313253,0.0,0.0030120481927710845
Jose Damiani,59.0,0.5,0.030303030303030304,0.125,0.036585365853658534,0.05434782608695652,0.07692307692307693,0.0,0.10256410256410256,0.23076923076923078,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0
Jean-Louis Stoppa,6.0,3.5,0.25806451612903225,0.16666666666666666,0.0,0.0,0.05555555555555555,0.0,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.0,0.027777777777777776,0.0,0.0,0.0
Francois Stretz,37.0,0.0,0.06164383561643835,0.11764705882352941,0.02576489533011272,0.014354066985645933,0.07738095238095238,0.0,0.10119047619047619,0.21428571428571427,0.10714285714285714,0.0,0.02976190476190476,0.017857142857142856,0.0,0.005952380952380952
Ulrich Kratz,30.0,0.0,0.006944444444444444,0.1411764705882353,0.03154805575935436,0.025735294117647058,0.13764044943820225,0.0,0.07865168539325842,0.21910112359550563,0.056179775280898875,0.0,0.025280898876404494,0.011235955056179775,0.0,0.0028089887640449437
Giuseppe Romanin,0.0,0.0,0.038834951456310676,0.08333333333333333,0.008988764044943821,0.010230179028132993,0.13043478260869565,0.0,0.08695652173913043,0.1826086956521739,0.06956521739130435,0.0,0.0,0.02608695652173913,0.0,0.0
Maija Romanovska,27.0,0.0,0.04,0.2857142857142857,0.02,0.05,0.1111111111111111,0.0,0.14814814814814814,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.0,0.0
Karlis Rubins,119.0,0.0,0.015748031496062992,0.1388888888888889,0.03904923599320883,0.01859504132231405,0.14388489208633093,0.007194244604316547,0.07913669064748201,0.18705035971223022,0.05755395683453238,0.0,0.014388489208633094,0.02877697841726619,0.0,0.0
Veselin Dyakov,2.0,0.0,0.025,0.3333333333333333,0.020316027088036117,0.009230769230769232,0.13131313131313133,0.0,0.04040404040404041,0.26262626262626265,0.08080808080808081,0.010101010101010102,0.020202020202020204,0.020202020202020204,0.0,0.0
Frank Zdzienicki,2.0,0.0,0.0,0.2,0.03007518796992481,0.03597122302158273,0.15625,0.0,0.125,0.125,0.15625,0.0,0.03125,0.0,0.0,0.0
Kazimierz Omernik,0.0,0.0,0.0,0.0,0.01694915254237288,0.041666666666666664,0.0,0.0,0.0,0.1875,0.125,0.0,0.125,0.0,0.0,0.0
Krzysztof SIKORSKI,0.0,0.0,0.0,0.25,0.009345794392523364,0.0,0.0,0.0,0.0,0.1875,0.125,0.0,0.125,0.0,0.0,0.0
Val rie Carcassonne (Labaere),19.0,0.0,0.05263157894736842,0.10714285714285714,0.022304832713754646,0.02023121387283237,0.1452991452991453,0.008547008547008548,0.08547008547008547,0.26495726495726496,0.06837606837606838,0.008547008547008548,0.017094017094017096,0.008547008547008548,0.0,0.0
Olivier Neve,161.0,0.0,0.011627906976744186,0.2575107296137339,0.025133451957295373,0.02057390362750406,0.13274336283185842,0.0008849557522123894,0.08672566371681416,0.2088495575221239,0.08938053097345133,0.0,0.033628318584070796,0.012389380530973451,0.0,0.007079646017699115
Jose Carlos Henriques,8.0,0.0,0.05,0.23076923076923078,0.04032258064516129,0.038461538461538464,0.225,0.0,0.025,0.275,0.125,0.0,0.025,0.0,0.0,0.0
Luis Folque,3.0,0.0,0.05,0.14285714285714285,0.025423728813559324,0.03669724770642202,0.225,0.0,0.025,0.275,0.125,0.0,0.025,0.0,0.0,0.0
Kathrine Bertheau,12.0,0.0,0.023529411764705882,0.20833333333333334,0.036231884057971016,0.024193548387096774,0.14736842105263157,0.010526315789473684,0.09473684210526316,0.2736842105263158,0.07368421052631578,0.0,0.010526315789473684,0.0,0.0,0.0
Christian Terraneo,85.0,1.5,0.0,0.2,0.03225806451612903,0.0,0.1,0.0,0.05,0.3,0.05,0.0,0.0,0.0,0.0,0.0
Femke Hoogweg,0.0,0.0,0.024193548387096774,0.13043478260869565,0.032015065913371,0.03111111111111111,0.1417910447761194,0.007462686567164179,0.12686567164179105,0.26119402985074625,0.06716417910447761,0.0,0.014925373134328358,0.007462686567164179,0.0,0.0
Paulo Dias,201.0,0.0,0.0,0.1,0.045112781954887216,0.02531645569620253,0.15384615384615385,0.0,0.10256410256410256,0.23076923076923078,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564
Cristina Bordallo Cortina,0.0,0.0,0.043478260869565216,0.16666666666666666,0.030120481927710843,0.012738853503184714,0.16981132075471697,0.0,0.05660377358490566,0.2830188679245283,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,0.0,0.0
Rory Timlin,2.0,0.0,0.03333333333333333,0.17073170731707318,0.024291497975708502,0.02766798418972332,0.09411764705882353,0.0,0.0784313725490196,0.2549019607843137,0.09411764705882353,0.0,0.023529411764705882,0.023529411764705882,0.0,0.00392156862745098
Rhona Goldenfield,0.0,0.0,0.01694915254237288,0.18181818181818182,0.019417475728155338,0.041666666666666664,0.23333333333333334,0.0,0.05,0.25,0.08333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.0,0.0
Christine Lustin,0.0,0.0,0.04878048780487805,0.07692307692307693,0.009009009009009009,0.022988505747126436,0.23255813953488372,0.0,0.09302325581395349,0.046511627906976744,0.16279069767441862,0.0,0.023255813953488372,0.0,0.0,0.0
Guy Polet,9.0,0.0,0.016666666666666666,0.18181818181818182,0.023514851485148515,0.030120481927710843,0.13917525773195877,0.005154639175257732,0.08762886597938144,0.24742268041237114,0.061855670103092786,0.0,0.02577319587628866,0.0,0.0,0.0
Pinhas Romik,0.0,1.5,0.0392156862745098,0.1111111111111111,0.065,0.029411764705882353,0.16363636363636364,0.0,0.07272727272727272,0.21818181818181817,0.07272727272727272,0.0,0.0,0.01818181818181818,0.0,0.0
Canan Adiguzel,0.0,0.0,0.058823529411764705,0.2,0.037037037037037035,0.058823529411764705,0.2,0.0,0.1,0.2,0.05,0.0,0.0,0.0,0.0,0.0
Jim Patrick,2.0,0.0,0.0,0.2222222222222222,0.07339449541284404,0.025,0.15584415584415584,0.0,0.1038961038961039,0.22077922077922077,0.1038961038961039,0.0,0.0,0.05194805194805195,0.0,0.012987012987012988
Peter Jr Pigot,12.0,0.0,0.04819277108433735,0.2641509433962264,0.034408602150537634,0.044673539518900345,0.19553072625698323,0.00558659217877095,0.10614525139664804,0.21787709497206703,0.05027932960893855,0.0,0.0223463687150838,0.0111731843575419,0.0,0.0
Forti Darinka,0.0,0.0,0.0,0.18181818181818182,0.014925373134328358,0.04672897196261682,0.15625,0.0,0.0,0.28125,0.15625,0.0,0.0,0.0,0.0,0.0
Arne Mohr,0.0,0.0,0.0,0.5,0.025157232704402517,0.06299212598425197,0.22857142857142856,0.0,0.05714285714285714,0.22857142857142856,0.02857142857142857,0.0,0.0,0.05714285714285714,0.0,0.0
Gediminas Poska,2.0,0.0,0.03125,0.1111111111111111,0.05,0.02608695652173913,0.15,0.025,0.075,0.325,0.05,0.0,0.0,0.025,0.0,0.0
Francesca Piscitelli,0.0,0.0,0.0189873417721519,0.20588235294117646,0.03840245775729647,0.019877675840978593,0.1702127659574468,0.005319148936170213,0.06914893617021277,0.20212765957446807,0.06914893617021277,0.0,0.02127659574468085,0.005319148936170213,0.0,0.0
Carmen Viola,0.0,0.0,0.0,0.2857142857142857,0.0390625,0.045454545454545456,0.15,0.0,0.05,0.4,0.0,0.0,0.05,0.0,0.0,0.0
Vanessa Torielli,0.0,0.0,0.03773584905660377,0.30434782608695654,0.04927536231884058,0.03202846975088968,0.20967741935483872,0.016129032258064516,0.08064516129032258,0.14516129032258066,0.016129032258064516,0.0,0.016129032258064516,0.0,0.0,0.0
Maria Luisa Matut,0.0,0.0,0.058823529411764705,0.38461538461538464,0.039473684210526314,0.0,0.175,0.0,0.05,0.2,0.0,0.0,0.0,0.05,0.0,0.0
Jolanta Krogulska,0.0,0.0,0.0,0.0,0.017699115044247787,0.024691358024691357,0.3,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0
Pirkko Savolainen,0.0,0.0,0.0,0.3333333333333333,0.05555555555555555,0.05263157894736842,0.3,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Hjalti Eliasson,12.0,0.0,0.036585365853658534,0.18181818181818182,0.03766707168894289,0.03125,0.1507537688442211,0.0,0.08040201005025126,0.21105527638190955,0.05527638190954774,0.005025125628140704,0.01507537688442211,0.03015075376884422,0.0,0.0
Maris Matisons,9.0,0.0,0.0,0.3333333333333333,0.041237113402061855,0.046153846153846156,0.15,0.0,0.05,0.2,0.05,0.0,0.0,0.0,0.0,0.0
E R Gann,0.0,0.0,0.06,0.1875,0.04838709677419355,0.03067484662576687,0.17647058823529413,0.0,0.058823529411764705,0.2549019607843137,0.058823529411764705,0.0,0.0,0.0196078431372549,0.0,0.0
Ake Sjoberg,4.0,0.0,0.032362459546925564,0.24742268041237114,0.032635983263598324,0.02756183745583039,0.16184971098265896,0.014450867052023121,0.10115606936416185,0.21676300578034682,0.049132947976878616,0.0,0.011560693641618497,0.005780346820809248,0.0,0.0
Alexandar Stoyanov,3.0,0.0,0.05042016806722689,0.25806451612903225,0.03899721448467967,0.028409090909090908,0.0975609756097561,0.0,0.07317073170731707,0.1951219512195122,0.04878048780487805,0.0,0.008130081300813009,0.0,0.0,0.0
Josef Roll,623.0,1.0,0.013824884792626729,0.20454545454545456,0.029197080291970802,0.02727272727272727,0.13636363636363635,0.004545454545454545,0.05454545454545454,0.25,0.0659090909090909,0.0,0.029545454545454545,0.00909090909090909,0.0,0.0
Ilan Bareket,265.0,0.5,0.023696682464454975,0.17857142857142858,0.03581661891117478,0.028050490883590462,0.12217194570135746,0.00904977375565611,0.06334841628959276,0.20361990950226244,0.07918552036199095,0.004524886877828055,0.024886877828054297,0.0,0.0,0.0
Andrei Arlovich,326.0,0.0,0.043478260869565216,0.24324324324324326,0.05286343612334802,0.0225140712945591,0.1388888888888889,0.0,0.10416666666666667,0.1388888888888889,0.0625,0.0,0.020833333333333332,0.006944444444444444,0.0,0.006944444444444444
Aliaksandr Korzun,13.0,0.0,0.011904761904761904,0.1875,0.027950310559006212,0.024489795918367346,0.13953488372093023,0.0,0.05813953488372093,0.23255813953488372,0.08139534883720931,0.0,0.023255813953488372,0.011627906976744186,0.0,0.011627906976744186
Nuria Almirall,0.0,0.0,0.06896551724137931,0.25,0.0,0.029411764705882353,0.1935483870967742,0.03225806451612903,0.1935483870967742,0.0967741935483871,0.03225806451612903,0.0,0.0,0.0,0.0,0.0
Marta Almirall,0.0,0.0,0.10344827586206896,0.2,0.019230769230769232,0.029411764705882353,0.1935483870967742,0.03225806451612903,0.1935483870967742,0.0967741935483871,0.03225806451612903,0.0,0.0,0.0,0.0,0.0
Karol Lohay,3.0,0.0,0.045454545454545456,0.10526315789473684,0.03614457831325301,0.02631578947368421,0.17391304347826086,0.0,0.08695652173913043,0.2028985507246377,0.057971014492753624,0.0,0.014492753623188406,0.014492753623188406,0.0,0.014492753623188406
Marian Henc,3.0,0.0,0.0196078431372549,0.25,0.04700854700854701,0.03225806451612903,0.21311475409836064,0.0,0.08196721311475409,0.19672131147540983,0.04918032786885246,0.0,0.0,0.01639344262295082,0.0,0.01639344262295082
Eduard Velecky,4.0,0.0,0.02631578947368421,0.125,0.02072538860103627,0.024475524475524476,0.16091954022988506,0.0,0.10344827586206896,0.1724137931034483,0.05747126436781609,0.0,0.0,0.0,0.0,0.022988505747126436
Tony Waterlow,0.0,0.0,0.03048780487804878,0.25555555555555554,0.032647267565649396,0.024844720496894408,0.16292134831460675,0.0028089887640449437,0.10112359550561797,0.21910112359550563,0.0702247191011236,0.0,0.011235955056179775,0.016853932584269662,0.0,0.0
Jakub Slemr,0.0,0.0,0.01702127659574468,0.19696969696969696,0.03854389721627409,0.02304147465437788,0.1422924901185771,0.0,0.07509881422924901,0.20948616600790515,0.08893280632411067,0.0,0.025691699604743084,0.007905138339920948,0.0,0.003952569169960474
Michal Kopecky,49.0,0.0,0.020242914979757085,0.15942028985507245,0.03301384451544196,0.023662551440329218,0.15298507462686567,0.0037313432835820895,0.07835820895522388,0.2462686567164179,0.04477611940298507,0.0037313432835820895,0.022388059701492536,0.007462686567164179,0.0,0.0
Jorge Cruzeiro,0.0,0.0,0.054945054945054944,0.07407407407407407,0.037800687285223365,0.02857142857142857,0.1326530612244898,0.0,0.1326530612244898,0.20408163265306123,0.061224489795918366,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0
Rene Tognetti,0.0,0.0,0.013157894736842105,0.09090909090909091,0.03314917127071823,0.034220532319391636,0.1,0.0,0.075,0.1875,0.1,0.0,0.0375,0.025,0.0,0.0125
Katalin Mezei,0.0,0.0,0.0,0.125,0.0,0.012048192771084338,0.15789473684210525,0.0,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.0,0.0,0.0,0.0,0.0
Szilvia Csipka,0.0,0.0,0.0,0.5,0.037037037037037035,0.033707865168539325,0.15789473684210525,0.0,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.0,0.0,0.0,0.0,0.0
Agnes Zalai,0.0,0.0,0.0,0.0,0.045871559633027525,0.02127659574468085,0.0,0.0,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.0
Mario Dix,0.0,0.0,0.0,0.3333333333333333,0.043478260869565216,0.0,0.10526315789473684,0.0,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,0.0
Nikolas Bausback,0.0,0.0,0.014705882352941176,0.05555555555555555,0.037037037037037035,0.02258064516129032,0.10666666666666667,0.0,0.12,0.32,0.06666666666666667,0.0,0.0,0.013333333333333334,0.0,0.0
Enrico Castellani,0.0,0.0,0.07142857142857142,0.0,0.01834862385321101,0.0,0.05,0.0,0.15,0.3,0.15,0.0,0.0,0.0,0.0,0.0
Zafer Senguler,0.0,0.0,0.024242424242424242,0.16666666666666666,0.05009633911368015,0.021314387211367674,0.13714285714285715,0.0,0.06285714285714286,0.26285714285714284,0.04,0.0,0.022857142857142857,0.017142857142857144,0.0,0.005714285714285714
Karlo Brguljan,2.0,0.0,0.021739130434782608,0.21739130434782608,0.0374331550802139,0.020833333333333332,0.15463917525773196,0.010309278350515464,0.1134020618556701,0.1958762886597938,0.07216494845360824,0.0,0.020618556701030927,0.020618556701030927,0.0,0.010309278350515464
Vedan Zoric,2.0,0.0,0.03292181069958848,0.2676056338028169,0.041666666666666664,0.030632411067193676,0.12186379928315412,0.0035842293906810036,0.0931899641577061,0.1971326164874552,0.1039426523297491,0.0035842293906810036,0.02867383512544803,0.02867383512544803,0.0,0.0
Arunas Jankauskas,2.0,0.0,0.0,0.0,0.0684931506849315,0.05357142857142857,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.05
Philippos Karamanlis,17.0,0.0,0.0,0.2553191489361702,0.0423572744014733,0.03685092127303183,0.12418300653594772,0.013071895424836602,0.0915032679738562,0.24183006535947713,0.0392156862745098,0.0,0.026143790849673203,0.013071895424836602,0.0,0.006535947712418301
Vassilis Vroustis,12.0,0.0,0.04225352112676056,0.07692307692307693,0.029787234042553193,0.01824817518248175,0.2191780821917808,0.0136986301369863,0.0547945205479452,0.2054794520547945,0.0547945205479452,0.0,0.0,0.0,0.0,0.0136986301369863
Patrick Bocken,146.0,0.0,0.015151515151515152,0.2608695652173913,0.03550295857988166,0.04390243902439024,0.13432835820895522,0.014925373134328358,0.05970149253731343,0.16417910447761194,0.08955223880597014,0.0,0.029850746268656716,0.014925373134328358,0.0,0.014925373134328358
Claude Renard,0.0,0.0,0.02564102564102564,0.1111111111111111,0.02727272727272727,0.051470588235294115,0.15,0.025,0.025,0.125,0.1,0.0,0.0,0.0,0.0,0.025
Alon Amsel,21.0,0.0,0.03508771929824561,0.2,0.04905660377358491,0.044444444444444446,0.1694915254237288,0.0,0.05084745762711865,0.288135593220339,0.1016949152542373,0.0,0.03389830508474576,0.03389830508474576,0.0,0.0
Tom Cornelis,19.0,0.0,0.0,0.38461538461538464,0.06172839506172839,0.025906735751295335,0.16666666666666666,0.0,0.0641025641025641,0.2564102564102564,0.10256410256410256,0.0,0.02564102564102564,0.05128205128205128,0.0,0.0
Nebojsa Todorovic,3.0,0.0,0.07407407407407407,0.16666666666666666,0.03968253968253968,0.03940886699507389,0.15517241379310345,0.0,0.06896551724137931,0.1724137931034483,0.017241379310344827,0.0,0.034482758620689655,0.0,0.0,0.017241379310344827
Marko Perisic,3.0,0.0,0.046153846153846156,0.19047619047619047,0.04201680672268908,0.02510460251046025,0.1388888888888889,0.0,0.09722222222222222,0.18055555555555555,0.013888888888888888,0.0,0.027777777777777776,0.0,0.0,0.013888888888888888
Dejan Jovanovic,5.0,0.0,0.0,0.16666666666666666,0.05084745762711865,0.013513513513513514,0.2,0.0,0.05,0.2,0.2,0.0,0.0,0.05,0.0,0.0
Miriam Mintz,0.0,0.0,0.0,0.14285714285714285,0.02459016393442623,0.01764705882352941,0.1282051282051282,0.02564102564102564,0.02564102564102564,0.1282051282051282,0.1794871794871795,0.0,0.02564102564102564,0.0,0.0,0.0
Peter Goodman,2.0,0.0,0.0,0.0,0.02247191011235955,0.019230769230769232,0.11258278145695365,0.0,0.07947019867549669,0.23841059602649006,0.059602649006622516,0.0,0.019867549668874173,0.019867549668874173,0.0,0.0
Filaretos Kaminaris,5.0,0.0,0.03571428571428571,0.42857142857142855,0.0625,0.03345724907063197,0.10344827586206896,0.0,0.1206896551724138,0.15517241379310345,0.0,0.0,0.05172413793103448,0.0,0.0,0.0
Ivars Rubenis,54.0,0.0,0.05714285714285714,0.14285714285714285,0.05333333333333334,0.019736842105263157,0.125,0.025,0.125,0.175,0.025,0.0,0.0,0.0,0.0,0.0
Janis Neimanis,40.0,0.0,0.0,0.125,0.03125,0.0196078431372549,0.15584415584415584,0.012987012987012988,0.09090909090909091,0.2077922077922078,0.07792207792207792,0.0,0.012987012987012988,0.025974025974025976,0.0,0.0
John Holland,51.0,0.0,0.06666666666666667,0.13636363636363635,0.03724928366762178,0.013574660633484163,0.14736842105263157,0.0,0.06315789473684211,0.16842105263157894,0.09473684210526316,0.0,0.042105263157894736,0.0,0.0,0.010526315789473684
Renzo Mieti,3.0,0.0,0.125,0.0,0.03296703296703297,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,0.058823529411764705,0.0,0.0,0.0
Viorel Micescu,3.0,0.0,0.047619047619047616,0.2,0.023809523809523808,0.014285714285714285,0.14814814814814814,0.0,0.14814814814814814,0.1111111111111111,0.07407407407407407,0.0,0.0,0.0,0.0,0.0
Illka Renno,0.0,0.0,0.058823529411764705,0.0,0.03636363636363636,0.029411764705882353,0.05405405405405406,0.0,0.02702702702702703,0.2972972972972973,0.16216216216216217,0.0,0.0,0.02702702702702703,0.0,0.0
Paul D Hackett,43.0,0.5,0.01791044776119403,0.21686746987951808,0.030226700251889168,0.02125919869174162,0.12362637362637363,0.0,0.07967032967032966,0.23901098901098902,0.06318681318681318,0.0,0.024725274725274724,0.008241758241758242,0.0,0.005494505494505495
Jean-Marie Py,0.0,0.0,0.023809523809523808,0.16666666666666666,0.024305555555555556,0.03488372093023256,0.13186813186813187,0.0,0.0989010989010989,0.16483516483516483,0.12087912087912088,0.01098901098901099,0.04395604395604396,0.01098901098901099,0.0,0.0
Faik Falay,4.0,0.0,0.041666666666666664,0.125,0.014285714285714285,0.02127659574468085,0.16666666666666666,0.0,0.03333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0
Patrice Piganeau,71.0,0.0,0.025,0.17647058823529413,0.027724665391969407,0.025440313111545987,0.16605166051660517,0.007380073800738007,0.09225092250922509,0.1918819188191882,0.08118081180811808,0.0036900369003690036,0.04059040590405904,0.014760147601476014,0.0,0.0
Ergun Korkut,4.0,0.0,0.0,0.5,0.012345679012345678,0.01639344262295082,0.13333333333333333,0.0,0.0,0.06666666666666667,0.2,0.0,0.0,0.0,0.0,0.0
Carlo Mariani,50.0,5.0,0.0390625,0.19444444444444445,0.03770739064856712,0.024844720496894408,0.1056338028169014,0.007042253521126761,0.07042253521126761,0.176056338028169,0.07042253521126761,0.0,0.04225352112676056,0.014084507042253521,0.0,0.0
Ezio Fornaciari,0.0,0.0,0.018867924528301886,0.2,0.02643171806167401,0.032915360501567396,0.09090909090909091,0.005681818181818182,0.10795454545454546,0.23295454545454544,0.045454545454545456,0.0,0.017045454545454544,0.011363636363636364,0.0,0.0
Gabriella Manara,0.0,0.0,0.02577319587628866,0.22772277227722773,0.033659730722154224,0.028372900984365953,0.15246636771300448,0.0,0.08968609865470852,0.2219730941704036,0.07399103139013453,0.002242152466367713,0.017937219730941704,0.01569506726457399,0.0,0.002242152466367713
Caterina Ferlazzo,0.0,0.0,0.030927835051546393,0.265625,0.028604118993135013,0.02172636523781562,0.15246636771300448,0.0,0.08968609865470852,0.2219730941704036,0.07399103139013453,0.002242152466367713,0.017937219730941704,0.01569506726457399,0.0,0.002242152466367713
Gianna Arrigoni,0.0,0.0,0.016891891891891893,0.11594202898550725,0.028186274509803922,0.020512820512820513,0.14506172839506173,0.009259259259259259,0.08641975308641975,0.1882716049382716,0.11419753086419752,0.0030864197530864196,0.027777777777777776,0.021604938271604937,0.0,0.0030864197530864196
Gilly Clench,0.0,0.0,0.0,0.0,0.06521739130434782,0.017241379310344827,0.15789473684210525,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.10526315789473684,0.0,0.0
Laura Woodruff,0.0,0.0,0.0,0.3333333333333333,0.04081632653061224,0.016129032258064516,0.15789473684210525,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.10526315789473684,0.0,0.0
Lena Bollack,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.3333333333333333,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
